experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-overlong,-11.399571122230164,1.6212723373906477,1.1617812167722482e+44,1.1617812167722482e+44,6.0,-6.0
triple-well,LSC-overlong,-11.38241601143674,1.61883249941287,9.679374764301218e+43,9.679374764301218e+43,6.0,-6.0
triple-well,LSC-overlong,-11.365260900643317,1.6163926614355242,8.059673631172638e+43,8.059673631172638e+43,6.0,-6.0
triple-well,LSC-overlong,-11.348105789849892,1.6139528234586977,6.707104795392891e+43,6.707104795392891e+43,6.0,-6.0
triple-well,LSC-overlong,-11.33095067905647,1.6115129854825438,5.578282530471968e+43,5.578282530471968e+43,6.0,-6.0
triple-well,LSC-overlong,-11.313795568263044,1.609073147507205,4.636753374608243e+43,4.636753374608243e+43,6.0,-6.0
triple-well,LSC-overlong,-11.296640457469621,1.606633309532903,3.8519076162733273e+43,3.8519076162733273e+43,6.0,-6.0
triple-well,LSC-overlong,-11.279485346676196,1.6041934715598678,3.1980585360432704e+43,3.1980585360432704e+43,6.0,-6.0
triple-well,LSC-overlong,-11.262330235882773,1.6017536335884157,2.653664066316035e+43,2.653664066316035e+43,6.0,-6.0
triple-well,LSC-overlong,-11.24517512508935,1.5993137956189154,2.2006692750721345e+43,2.2006692750721345e+43,6.0,-6.0
triple-well,LSC-overlong,-11.228020014295925,1.596873957651832,1.823951284034733e+43,1.823951284034733e+43,6.0,-6.0
triple-well,LSC-overlong,-11.210864903502502,1.5944341196877605,1.510850971396787e+43,1.510850971396787e+43,6.0,-6.0
triple-well,LSC-overlong,-11.193709792709077,1.5919942817274007,1.2507781502937045e+43,1.2507781502937045e+43,6.0,-6.0
triple-well,LSC-overlong,-11.176554681915654,1.5895544437716151,1.0348789129909037e+43,1.0348789129909037e+43,6.0,-6.0
triple-well,LSC-overlong,-11.159399571122231,1.587114605821533,8.557555361016688e+42,8.557555361016688e+42,6.0,-6.0
triple-well,LSC-overlong,-11.142244460328806,1.5846747678784212,7.072307960763718e+42,7.072307960763718e+42,6.0,-6.0
triple-well,LSC-overlong,-11.125089349535383,1.5822349299439507,5.841497828724106e+42,5.841497828724106e+42,6.0,-6.0
triple-well,LSC-overlong,-11.107934238741958,1.57979509202013,4.822133542264196e+42,4.822133542264196e+42,6.0,-6.0
triple-well,LSC-overlong,-11.090779127948535,1.577355254109422,3.9783827004185757e+42,3.9783827004185757e+42,6.0,-6.0
triple-well,LSC-overlong,-11.073624017155112,1.574915416214881,3.2803980901846234e+42,3.2803980901846234e+42,6.0,-6.0
triple-well,LSC-overlong,-11.056468906361687,1.5724755783401758,2.7033331748229273e+42,2.7033331748229273e+42,6.0,-6.0
triple-well,LSC-overlong,-11.039313795568264,1.5700357404899112,2.2265169030517956e+42,2.2265169030517956e+42,6.0,-6.0
triple-well,LSC-overlong,-11.022158684774839,1.5675959026696555,1.832762502902392e+42,1.832762502902392e+42,6.0,-6.0
triple-well,LSC-overlong,-11.005003573981416,1.5651560648862617,1.507788878266145e+42,1.507788878266145e+42,6.0,-6.0
triple-well,LSC-overlong,-10.98784846318799,1.5627162271480464,1.239736575648161e+42,1.239736575648161e+42,6.0,-6.0
triple-well,LSC-overlong,-10.970693352394568,1.5602763894652945,1.0187631238490428e+42,1.0187631238490428e+42,6.0,-6.0
triple-well,LSC-overlong,-10.953538241601144,1.5578365518504398,8.367049474722265e+41,8.367049474722265e+41,6.0,-6.0
triple-well,LSC-overlong,-10.93638313080772,1.5553967143187724,6.867950822419791e+41,6.867950822419791e+41,6.0,-6.0
triple-well,LSC-overlong,-10.919228020014296,1.5529568768888349,5.634276323195336e+41,5.634276323195336e+41,6.0,-6.0
triple-well,LSC-overlong,-10.902072909220871,1.5505170395833605,4.6196135502769185e+41,4.6196135502769185e+41,6.0,-6.0
triple-well,LSC-overlong,-10.884917798427448,1.5480772024298994,3.785559774045065e+41,3.785559774045065e+41,6.0,-6.0
triple-well,LSC-overlong,-10.867762687634023,1.5456373654621016,3.1003587649609406e+41,3.1003587649609406e+41,6.0,-6.0
triple-well,LSC-overlong,-10.8506075768406,1.543197528720858,2.5377662075179007e+41,2.5377662075179007e+41,6.0,-6.0
triple-well,LSC-overlong,-10.833452466047177,1.540757692255863,2.076105983467153e+41,2.076105983467153e+41,6.0,-6.0
triple-well,LSC-overlong,-10.816297355253752,1.53831785612751,1.6974857098736658e+41,1.6974857098736658e+41,6.0,-6.0
triple-well,LSC-overlong,-10.799142244460329,1.5358780204090983,1.3871450678229852e+41,1.3871450678229852e+41,6.0,-6.0
triple-well,LSC-overlong,-10.781987133666906,1.5334381851895489,1.1329147836411638e+41,1.1329147836411638e+41,6.0,-6.0
triple-well,LSC-overlong,-10.764832022873481,1.5309983505766211,9.24767755703525e+40,9.24767755703525e+40,6.0,-6.0
triple-well,LSC-overlong,-10.747676912080058,1.5285585167009004,7.544468657931456e+40,7.544468657931456e+40,6.0,-6.0
triple-well,LSC-overlong,-10.730521801286633,1.5261186837204384,6.151565671321098e+40,6.151565671321098e+40,6.0,-6.0
triple-well,LSC-overlong,-10.71336669049321,1.5236788518264535,5.013074798848141e+40,5.013074798848141e+40,6.0,-6.0
triple-well,LSC-overlong,-10.696211579699785,1.5212390212500222,4.0830501518810514e+40,4.0830501518810514e+40,6.0,-6.0
triple-well,LSC-overlong,-10.679056468906362,1.5187991922703492,3.3237454634411146e+40,3.3237454634411146e+40,6.0,-6.0
triple-well,LSC-overlong,-10.661901358112939,1.5163593652244125,2.7041689770845486e+40,2.7041689770845486e+40,6.0,-6.0
triple-well,LSC-overlong,-10.644746247319514,1.5139195405187635,2.1988896762139386e+40,2.1988896762139386e+40,6.0,-6.0
triple-well,LSC-overlong,-10.62759113652609,1.5114797186434228,1.787051747910291e+40,1.787051747910291e+40,6.0,-6.0
triple-well,LSC-overlong,-10.610436025732666,1.5090399001886734,1.4515614589457057e+40,1.4515614589457057e+40,6.0,-6.0
triple-well,LSC-overlong,-10.593280914939243,1.5066000858650126,1.178416693888282e+40,1.178416693888282e+40,6.0,-6.0
triple-well,LSC-overlong,-10.576125804145818,1.5041602765271413,9.561544642112751e+39,9.561544642112751e+39,6.0,-6.0
triple-well,LSC-overlong,-10.558970693352395,1.5017204732024043,7.753959093210481e+39,7.753959093210481e+39,6.0,-6.0
triple-well,LSC-overlong,-10.541815582558971,1.4992806771248628,6.284718148885443e+39,6.284718148885443e+39,6.0,-6.0
triple-well,LSC-overlong,-10.524660471765547,1.496840889775757,5.0911458771840066e+39,5.0911458771840066e+39,6.0,-6.0
triple-well,LSC-overlong,-10.507505360972123,1.4944011129318315,4.12205047547214e+39,4.12205047547214e+39,6.0,-6.0
triple-well,LSC-overlong,-10.490350250178698,1.4919613487228092,3.335644066017003e+39,3.335644066017003e+39,6.0,-6.0
triple-well,LSC-overlong,-10.473195139385275,1.4895215996995992,2.6978347604081528e+39,2.6978347604081528e+39,6.0,-6.0
triple-well,LSC-overlong,-10.45604002859185,1.4870818689155618,2.18082521865223e+39,2.18082521865223e+39,6.0,-6.0
triple-well,LSC-overlong,-10.438884917798427,1.4846421600227278,1.7619633938182333e+39,1.7619633938182333e+39,6.0,-6.0
triple-well,LSC-overlong,-10.421729807005004,1.482202477386314,1.4228006482079658e+39,1.4228006482079658e+39,6.0,-6.0
triple-well,LSC-overlong,-10.40457469621158,1.479762826220086,1.1483202855168089e+39,1.1483202855168089e+39,6.0,-6.0
triple-well,LSC-overlong,-10.387419585418156,1.4773232127469718,9.263060431800806e+38,9.263060431800806e+38,6.0,-6.0
triple-well,LSC-overlong,-10.370264474624733,1.474883644389187,7.468254615046827e+38,7.468254615046827e+38,6.0,-6.0
triple-well,LSC-overlong,-10.353109363831308,1.4724441299929512,6.018074839080239e+38,6.018074839080239e+38,6.0,-6.0
triple-well,LSC-overlong,-10.335954253037885,1.4700046800943003,4.846973058658606e+38,4.846973058658606e+38,6.0,-6.0
triple-well,LSC-overlong,-10.31879914224446,1.4675653072328512,3.901745122063068e+38,3.901745122063068e+38,6.0,-6.0
triple-well,LSC-overlong,-10.301644031451037,1.4651260263223431,3.13923033821066e+38,3.13923033821066e+38,6.0,-6.0
triple-well,LSC-overlong,-10.284488920657612,1.4626868550873138,2.5244350753722737e+38,2.5244350753722737e+38,6.0,-6.0
triple-well,LSC-overlong,-10.267333809864189,1.4602478145779656,2.0290031299224952e+38,2.0290031299224952e+38,6.0,-6.0
triple-well,LSC-overlong,-10.250178699070766,1.4578089297762336,1.6299695103192746e+38,1.6299695103192746e+38,6.0,-6.0
triple-well,LSC-overlong,-10.23302358827734,1.4553702303089662,1.3087457172610116e+38,1.3087457172610116e+38,6.0,-6.0
triple-well,LSC-overlong,-10.215868477483918,1.4529317512865247,1.050293998758447e+38,1.050293998758447e+38,6.0,-6.0
triple-well,LSC-overlong,-10.198713366690493,1.4504935342877352,8.424557769957993e+37,8.424557769957993e+37,6.0,-6.0
triple-well,LSC-overlong,-10.18155825589707,1.4480556285164194,6.754057785255503e+37,6.754057785255503e+37,6.0,-6.0
triple-well,LSC-overlong,-10.164403145103645,1.4456180921578152,5.412085952541372e+37,5.412085952541372e+37,6.0,-6.0
triple-well,LSC-overlong,-10.147248034310222,1.443180993968521,4.334586628652059e+37,4.334586628652059e+37,6.0,-6.0
triple-well,LSC-overlong,-10.130092923516798,1.4407444151386757,3.469881324738678e+37,3.469881324738678e+37,6.0,-6.0
triple-well,LSC-overlong,-10.112937812723374,1.4383084514710087,2.776299678474049e+37,2.776299678474049e+37,6.0,-6.0
triple-well,LSC-overlong,-10.09578270192995,1.435873215929165,2.2202593770065566e+37,2.2202593770065566e+37,6.0,-6.0
triple-well,LSC-overlong,-10.078627591136526,1.4334388416150563,1.7747108362081873e+37,1.7747108362081873e+37,6.0,-6.0
triple-well,LSC-overlong,-10.061472480343102,1.4310054852449066,1.4178780582301176e+37,1.4178780582301176e+37,6.0,-6.0
triple-well,LSC-overlong,-10.04431736954968,1.4285733312042657,1.1322398427642393e+37,1.1322398427642393e+37,6.0,-6.0
triple-well,LSC-overlong,-10.027162258756254,1.4261425962744831,9.037059362219949e+36,9.037059362219949e+36,6.0,-6.0
triple-well,LSC-overlong,-10.010007147962831,1.4237135351372059,7.209511930815272e+36,7.209511930815272e+36,6.0,-6.0
triple-well,LSC-overlong,-9.992852037169406,1.4212864467798196,5.74877744395847e+36,5.74877744395847e+36,6.0,-6.0
triple-well,LSC-overlong,-9.975696926375983,1.4188616819428685,4.581808065252001e+36,4.581808065252001e+36,6.0,-6.0
triple-well,LSC-overlong,-9.95854181558256,1.4164396517712226,3.649983534845578e+36,3.649983534845578e+36,6.0,-6.0
triple-well,LSC-overlong,-9.941386704789135,1.4140208378549841,2.906286113284112e+36,2.906286113284112e+36,6.0,-6.0
triple-well,LSC-overlong,-9.924231593995712,1.4116058038726513,2.313023702507853e+36,2.313023702507853e+36,6.0,-6.0
triple-well,LSC-overlong,-9.907076483202287,1.4091952090796438,1.8399957843210392e+36,1.8399957843210392e+36,6.0,-6.0
triple-well,LSC-overlong,-9.889921372408864,1.4067898239195784,1.4630168647082857e+36,1.4630168647082857e+36,6.0,-6.0
triple-well,LSC-overlong,-9.872766261615439,1.404390548074394,1.1627283857352705e+36,1.1627283857352705e+36,6.0,-6.0
triple-well,LSC-overlong,-9.855611150822016,1.4019984313127785,9.236432682737416e+35,9.236432682737416e+35,6.0,-6.0
triple-well,LSC-overlong,-9.838456040028593,1.3996146975441535,7.33377951918806e+35,7.33377951918806e+35,6.0,-6.0
triple-well,LSC-overlong,-9.821300929235168,1.397240772539962,5.820354709077413e+35,5.820354709077413e+35,6.0,-6.0
triple-well,LSC-overlong,-9.804145818441745,1.3948783158420153,4.617101277270947e+35,4.617101277270947e+35,6.0,-6.0
triple-well,LSC-overlong,-9.78699070764832,1.3925292574435062,3.660900098274301e+35,3.660900098274301e+35,6.0,-6.0
triple-well,LSC-overlong,-9.769835596854897,1.390195839898128,2.9013819210893075e+35,2.9013819210893075e+35,6.0,-6.0
triple-well,LSC-overlong,-9.752680486061472,1.3878806665882693,2.298371841140895e+35,2.298371841140895e+35,6.0,-6.0
triple-well,LSC-overlong,-9.735525375268049,1.38558675696379,1.8198418324182766e+35,1.8198418324182766e+35,6.0,-6.0
triple-well,LSC-overlong,-9.718370264474625,1.3833176096456328,1.4402711951138585e+35,1.4402711951138585e+35,6.0,-6.0
triple-well,LSC-overlong,-9.7012151536812,1.3810772743732969,1.1393343366279767e+35,1.1393343366279767e+35,6.0,-6.0
triple-well,LSC-overlong,-9.684060042887777,1.3788704338575326,9.00851081057448e+34,9.00851081057448e+34,6.0,-6.0
triple-well,LSC-overlong,-9.666904932094354,1.3767024966757777,7.119474193820705e+34,7.119474193820705e+34,6.0,-6.0
triple-well,LSC-overlong,-9.64974982130093,1.374579702412048,5.623848572006451e+34,5.623848572006451e+34,6.0,-6.0
triple-well,LSC-overlong,-9.632594710507504,1.372509240285684,4.44024765056209e+34,4.44024765056209e+34,6.0,-6.0
triple-well,LSC-overlong,-9.615439599714081,1.3704993825247413,3.504007734353121e+34,3.504007734353121e+34,6.0,-6.0
triple-well,LSC-overlong,-9.598284488920658,1.3685596337037556,2.7637759213145535e+34,2.7637759213145535e+34,6.0,-6.0
triple-well,LSC-overlong,-9.581129378127233,1.3667008971624208,2.1787892383026675e+34,2.1787892383026675e+34,6.0,-6.0
triple-well,LSC-overlong,-9.56397426733381,1.3649356594270075,1.7167058812730523e+34,1.7167058812730523e+34,6.0,-6.0
triple-well,LSC-overlong,-9.546819156540387,1.363278193236323,1.3518773915466e+34,1.3518773915466e+34,6.0,-6.0
triple-well,LSC-overlong,-9.529664045746962,1.3617447792890136,1.0639728027107692e+34,1.0639728027107692e+34,6.0,-6.0
triple-well,LSC-overlong,-9.512508934953539,1.360353946127963,8.368835989244153e+33,8.368835989244153e+33,6.0,-6.0
triple-well,LSC-overlong,-9.495353824160114,1.3591267266004923,6.578525978389068e+33,6.578525978389068e+33,6.0,-6.0
triple-well,LSC-overlong,-9.478198713366691,1.3580869280077323,5.167813050727365e+33,5.167813050727365e+33,6.0,-6.0
triple-well,LSC-overlong,-9.461043602573266,1.3572614113006571,4.0567944182287517e+33,4.0567944182287517e+33,6.0,-6.0
triple-well,LSC-overlong,-9.443888491779843,1.35668037240421,3.1822767309461507e+33,3.1822767309461507e+33,6.0,-6.0
triple-well,LSC-overlong,-9.42673338098642,1.3563776158621819,2.494304233460395e+33,2.494304233460395e+33,6.0,-6.0
triple-well,LSC-overlong,-9.409578270192995,1.3563908074057975,1.9534035017099565e+33,1.9534035017099565e+33,6.0,-6.0
triple-well,LSC-overlong,-9.392423159399572,1.3567616876967332,1.5283978881865403e+33,1.5283978881865403e+33,6.0,-6.0
triple-well,LSC-overlong,-9.375268048606147,1.357536224357674,1.194674686044863e+33,1.194674686044863e+33,6.0,-6.0
triple-well,LSC-overlong,-9.358112937812724,1.3587646735398593,9.328118724113247e+32,9.328118724113247e+32,6.0,-6.0
triple-well,LSC-overlong,-9.340957827019299,1.3605015158644878,7.274903160836302e+32,7.274903160836302e+32,6.0,-6.0
triple-well,LSC-overlong,-9.323802716225876,1.362805224970601,5.666325030936478e+32,5.666325030936478e+32,6.0,-6.0
triple-well,LSC-overlong,-9.306647605432453,1.3657378207008817,4.407209208165028e+32,4.407209208165028e+32,6.0,-6.0
triple-well,LSC-overlong,-9.289492494639028,1.3693641540657524,3.4225886836435566e+32,3.4225886836435566e+32,6.0,-6.0
triple-well,LSC-overlong,-9.272337383845604,1.373750868813012,2.6534412472176263e+32,2.6534412472176263e+32,6.0,-6.0
triple-well,LSC-overlong,-9.255182273052181,1.378964986347049,2.0533200376856637e+32,2.0533200376856637e+32,6.0,-6.0
triple-well,LSC-overlong,-9.238027162258756,1.3850720688786715,1.5856917454941497e+32,1.5856917454941497e+32,6.0,-6.0
triple-well,LSC-overlong,-9.220872051465332,1.3921339322079265,1.221834795485612e+32,1.221834795485612e+32,6.0,-6.0
triple-well,LSC-overlong,-9.203716940671908,1.4002059064819792,9.3918045835572e+31,9.3918045835572e+31,6.0,-6.0
triple-well,LSC-overlong,-9.186561829878485,1.4093336820193971,7.200041535873108e+31,7.200041535873108e+31,6.0,-6.0
triple-well,LSC-overlong,-9.16940671908506,1.419549827922344,5.503935025847791e+31,5.503935025847791e+31,6.0,-6.0
triple-well,LSC-overlong,-9.152251608291637,1.4308701316548769,4.194349959118504e+31,4.194349959118504e+31,6.0,-6.0
triple-well,LSC-overlong,-9.135096497498214,1.4432899731186937,3.1857327164137976e+31,3.1857327164137976e+31,6.0,-6.0
triple-well,LSC-overlong,-9.11794138670479,1.4567810087824848,2.411066151015962e+31,2.411066151015962e+31,6.0,-6.0
triple-well,LSC-overlong,-9.100786275911366,1.4712884888407889,1.8178990333748467e+31,1.8178990333748467e+31,6.0,-6.0
triple-well,LSC-overlong,-9.083631165117941,1.486729550122256,1.3652224429895988e+31,1.3652224429895988e+31,6.0,-6.0
triple-well,LSC-overlong,-9.066476054324518,1.5029928070649394,1.021013307766741e+31,1.021013307766741e+31,6.0,-6.0
triple-well,LSC-overlong,-9.049320943531093,1.5199394939938566,7.603030481748736e+30,7.603030481748736e+30,6.0,-6.0
triple-well,LSC-overlong,-9.03216583273767,1.5374062931256571,5.63659182531048e+30,5.63659182531048e+30,6.0,-6.0
triple-well,LSC-overlong,-9.015010721944247,1.5552098232704248,4.1599144188992746e+30,4.1599144188992746e+30,6.0,-6.0
triple-well,LSC-overlong,-8.997855611150822,1.5731525837893034,3.0561272969257494e+30,3.0561272969257494e+30,6.0,-6.0
triple-well,LSC-overlong,-8.980700500357399,1.5910299747451613,2.23500162303442e+30,2.23500162303442e+30,6.0,-6.0
triple-well,LSC-overlong,-8.963545389563974,1.608637877674455,1.627132370225751e+30,1.627132370225751e+30,6.0,-6.0
triple-well,LSC-overlong,-8.94639027877055,1.6257802077510528,1.1793551376432323e+30,1.1793551376432323e+30,6.0,-6.0
triple-well,LSC-overlong,-8.929235167977126,1.6422758517888074,8.511355154224564e+29,8.511355154224564e+29,6.0,-6.0
triple-well,LSC-overlong,-8.912080057183703,1.6579644868052332,6.117259877830972e+29,6.117259877830972e+29,6.0,-6.0
triple-well,LSC-overlong,-8.89492494639028,1.6727109150145913,4.3793013088270465e+29,4.3793013088270465e+29,6.0,-6.0
triple-well,LSC-overlong,-8.877769835596855,1.6864077266653577,3.12348442111284e+29,3.12348442111284e+29,6.0,-6.0
triple-well,LSC-overlong,-8.860614724803431,1.6989762817121161,2.220067366572932e+29,2.220067366572932e+29,6.0,-6.0
triple-well,LSC-overlong,-8.843459614010008,1.7103661577214542,1.5728850555246996e+29,1.5728850555246996e+29,6.0,-6.0
triple-well,LSC-overlong,-8.826304503216583,1.7205533258813872,1.1110844905209424e+29,1.1110844905209424e+29,6.0,-6.0
triple-well,LSC-overlong,-8.809149392423159,1.7295373814250206,7.827676458581507e+28,7.827676458581507e+28,6.0,-6.0
triple-well,LSC-overlong,-8.791994281629735,1.7373381710598943,5.501357547878927e+28,5.501357547878927e+28,6.0,-6.0
triple-well,LSC-overlong,-8.774839170836312,1.7439921371627947,3.8580784196884576e+28,3.8580784196884576e+28,6.0,-6.0
triple-well,LSC-overlong,-8.757684060042887,1.7495486492092207,2.700507494566398e+28,2.700507494566398e+28,6.0,-6.0
triple-well,LSC-overlong,-8.740528949249464,1.7540665301476037,1.8871084279114649e+28,1.8871084279114649e+28,6.0,-6.0
triple-well,LSC-overlong,-8.723373838456041,1.7576109202295167,1.3168117279963484e+28,1.3168117279963484e+28,6.0,-6.0
triple-well,LSC-overlong,-8.706218727662616,1.7602505610915151,9.177363066979188e+27,9.177363066979188e+27,6.0,-6.0
triple-well,LSC-overlong,-8.689063616869193,1.7620555332891348,6.38947444767742e+27,6.38947444767742e+27,6.0,-6.0
triple-well,LSC-overlong,-8.671908506075768,1.7630954428383576,4.4447208635362497e+27,4.4447208635362497e+27,6.0,-6.0
triple-well,LSC-overlong,-8.654753395282345,1.763438026396429,3.089788474639369e+27,3.089788474639369e+27,6.0,-6.0
triple-well,LSC-overlong,-8.63759828448892,1.763148129038141,2.1467651970269798e+27,2.1467651970269798e+27,6.0,-6.0
triple-well,LSC-overlong,-8.620443173695497,1.7622870010914202,1.490982976058055e+27,1.490982976058055e+27,6.0,-6.0
triple-well,LSC-overlong,-8.603288062902074,1.7609118590299258,1.0352577403045387e+27,1.0352577403045387e+27,6.0,-6.0
triple-well,LSC-overlong,-8.586132952108649,1.7590756580145743,7.187240474864005e+26,7.187240474864005e+26,6.0,-6.0
triple-well,LSC-overlong,-8.568977841315226,1.7568270287179497,4.9895259019253925e+26,4.9895259019253925e+26,6.0,-6.0
